amount,is_high_risk_country,is_new_device,txn_per_minute,time_since_last_txn,amount_zscore,high_amount,velocity_risk,hour,day_of_week,is_fraud
305.93,0,0,5,25.36832676227655,1.56,1,0,9,4,0
11.12,0,0,4,24.468772629255113,-0.91,0,0,12,2,0
26.18,0,0,1,4.657515890105149,-0.78,0,1,20,0,0
5.55,0,0,9,81.84041857085089,-0.95,0,1,6,4,0
47.22,0,0,4,128.29856230606165,-0.6,0,0,3,4,0
59.06,0,1,6,33.805893140548335,-0.51,0,0,8,6,0
37.99,0,0,4,5.1504206446736465,-0.68,0,1,18,5,0
211.75,0,0,9,166.94629648794913,0.77,0,1,1,3,0
52.95,0,0,2,0.049448991850564436,-0.56,0,1,11,1,0
39.58,0,1,9,127.14662671650194,-0.67,0,1,9,2,0
93.89,0,0,6,36.133066768266474,-0.21,0,0,3,1,0
18.23,1,0,8,32.600161657486765,-0.85,0,1,19,6,0
194.46,1,0,3,87.09548402162564,0.63,0,0,3,1,0
9.3,0,1,5,170.21658359562988,-0.92,0,0,18,1,0
520.1,1,0,8,28.457642916615512,3.35,1,1,1,1,0
177.54,0,0,9,49.10313352990635,0.48,0,1,20,5,0
26.58,0,1,9,14.026184065903262,-0.78,0,1,21,1,0
0.66,0,0,9,337.0556451796432,-0.99,0,1,8,3,0
202.79,0,0,3,52.00461583290935,0.7,0,0,18,6,0
147.25,0,0,1,27.004157462372884,0.23,0,0,7,4,0
156.68,0,0,2,27.932187366563845,0.31,0,0,8,4,0
177.03,0,0,9,101.40060869389723,0.48,0,1,14,4,0
9.23,0,0,4,84.51308981549585,-0.92,0,0,12,6,0
53.27,1,0,4,7.6839370465677534,-0.55,0,1,8,1,0
14.78,1,0,5,18.06406629288758,-0.88,0,0,1,0,0
238.62,0,0,7,15.168459963521519,1.0,0,1,10,1,1
117.16,0,1,7,17.940584315157597,-0.02,0,1,4,1,0
48.22,0,0,6,13.258637364752296,-0.6,0,0,16,3,0
7.88,0,0,7,0.9109474782090489,-0.93,0,1,16,0,1
44.7,0,0,9,145.34383744225747,-0.63,0,1,0,4,0
47.2,0,0,7,174.861320762227,-0.6,0,1,11,4,0
156.95,0,0,4,37.22677629964048,0.31,0,0,21,2,0
121.79,0,0,3,19.81953907520119,0.02,0,0,20,4,0
261.87,1,1,6,12.679367805696963,1.19,1,0,20,4,0
76.69,0,0,3,32.062853778405625,-0.36,0,0,19,5,0
15.28,0,0,2,106.20872744471393,-0.87,0,0,17,5,0
149.9,0,1,6,151.41995045186317,0.25,0,0,6,5,0
171.65,0,0,4,78.02590636503126,0.44,0,0,3,1,0
98.87,0,0,7,9.71234522044538,-0.17,0,1,22,1,0
176.87,0,0,2,13.132105406986538,0.48,0,0,8,6,0
81.7,0,0,3,24.002524545687223,-0.32,0,0,16,4,0
88.76,0,0,5,33.898359758515284,-0.26,0,0,12,2,0
66.94,0,1,8,10.266663498004656,-0.44,0,1,0,2,0
3.09,0,0,5,1.6644112282010792,-0.97,0,1,3,2,0
13.7,1,0,9,28.761016144377145,-0.88,0,1,18,2,0
3.83,0,1,8,47.39539747921205,-0.97,0,1,8,5,0
121.41,0,0,2,175.4308329124096,0.02,0,0,9,2,0
45.29,0,0,8,41.41379729817696,-0.62,0,1,16,6,0
85.25,0,0,4,13.787850354827581,-0.29,0,0,19,3,0
285.75,0,0,7,57.75906054904868,1.39,1,1,16,5,0
34.41,0,1,7,5.084338853874424,-0.71,0,1,8,6,0
63.39,0,0,2,51.78627271189187,-0.47,0,0,0,0,0
169.05,0,0,1,26.203563657641265,0.41,0,0,4,0,0
31.18,0,1,2,150.77153042974717,-0.74,0,0,10,4,0
9.61,1,0,4,57.651823744665364,-0.92,0,0,5,4,0
41.06,0,0,7,27.5939794593298,-0.66,0,1,16,0,0
21.1,0,0,3,52.1463722488142,-0.82,0,0,21,1,0
318.59,0,0,3,5.933501226463586,1.66,1,1,13,6,0
198.11,0,1,6,133.0004392658,0.66,0,0,6,3,0
120.42,0,0,6,50.315129454481394,0.01,0,0,11,0,0
246.18,0,0,4,8.20356570319147,1.06,0,1,14,1,0
195.36,0,0,5,18.67881462337102,0.63,0,0,19,5,0
24.78,0,0,4,34.98850112094216,-0.79,0,0,4,2,0
267.7,0,0,2,9.243251651141144,1.24,1,1,4,4,0
93.01,0,0,1,113.17808718967696,-0.22,0,0,20,6,0
197.68,0,0,1,17.73741352617892,0.65,0,0,21,0,0
271.71,0,0,3,89.65922908537559,1.27,1,0,18,6,0
45.93,0,0,4,53.296096776986026,-0.62,0,0,2,1,0
13.99,0,0,7,62.02819204422784,-0.88,0,1,1,4,0
31.04,0,0,1,8.010935902356858,-0.74,0,1,6,6,0
66.85,0,0,2,118.04101286000213,-0.44,0,0,6,6,0
204.46,0,0,1,0.9948002812015113,0.71,0,1,3,5,0
236.56,0,0,7,5.05776662329061,0.98,0,1,5,3,0
0.84,0,0,2,11.67713265495274,-0.99,0,0,3,0,0
85.79,0,1,3,65.81258934880965,-0.28,0,0,20,5,0
64.83,0,0,6,133.06047305578392,-0.46,0,0,6,5,0
30.14,0,0,1,43.79090283880227,-0.75,0,0,17,4,1
15.32,0,0,2,30.96726023223506,-0.87,0,0,3,6,0
49.43,0,0,3,47.078663559416995,-0.59,0,0,3,0,1
343.57,0,0,8,1.1723501775902203,1.87,1,1,19,5,0
46.85,0,0,7,0.9603807094111496,-0.61,0,1,0,6,0
87.77,0,0,5,45.53125486869856,-0.27,0,0,14,6,0
145.69,0,1,9,104.20763641655972,0.22,0,1,9,3,0
54.24,0,1,9,27.00415891320055,-0.55,0,1,3,0,0
428.14,0,0,8,38.56268755150196,2.58,1,1,13,5,0
393.84,0,0,7,6.051143081695851,2.29,1,1,12,2,0
34.81,0,0,7,0.2441882107760764,-0.71,0,1,2,1,0
82.52,0,1,3,26.937811018678417,-0.31,0,0,10,6,0
42.95,0,0,9,8.418339633059846,-0.64,0,1,23,3,0
40.23,0,0,2,8.907239457990649,-0.66,0,1,6,2,0
4.51,0,1,9,78.41113962628418,-0.96,0,1,18,4,0
112.86,0,0,7,89.3380709907994,-0.06,0,1,22,0,0
83.82,0,0,3,80.1561634378535,-0.3,0,0,22,1,0
6.34,0,0,2,45.07661608179214,-0.95,0,0,9,0,1
39.2,0,0,7,75.50696716452524,-0.67,0,1,7,3,0
286.66,0,0,5,38.517930122604795,1.4,1,0,10,5,0
32.86,0,0,1,4.076099943259162,-0.72,0,1,23,2,0
18.78,0,0,8,13.373513234666847,-0.84,0,1,19,2,0
80.67,0,0,1,47.98148595798344,-0.32,0,0,15,3,0
509.28,0,0,6,33.79055777576184,3.26,1,0,16,1,0
33.26,0,0,9,5.208575044645727,-0.72,0,1,9,6,0
133.82,0,0,7,211.41697307091164,0.12,0,1,15,4,0
172.07,0,0,7,49.655159065305746,0.44,0,1,12,1,0
32.56,0,0,8,42.59937725264693,-0.73,0,1,6,5,0
156.33,0,0,4,200.24341619947057,0.31,0,0,16,1,0
55.02,0,1,7,1.0372997888640525,-0.54,0,1,22,5,0
120.06,0,0,3,38.34422736697903,0.0,0,0,18,2,0
120.46,0,0,7,21.50684340303261,0.01,0,1,2,1,0
92.09,0,0,7,3.8640743625375467,-0.23,0,1,10,0,0
11.36,1,0,1,126.36154518067326,-0.9,0,0,15,4,0
216.44,1,0,2,20.072636302578818,0.81,0,0,7,5,0
46.42,0,0,5,37.5411490786504,-0.61,0,0,0,1,0
24.77,0,0,3,11.345571681959397,-0.79,0,0,6,0,0
5.0,0,0,4,35.66012654756489,-0.96,0,0,12,2,0
107.25,1,1,7,81.76222048432705,-0.1,0,1,3,1,0
135.82,0,0,2,4.592138292975048,0.14,0,1,11,5,0
2.01,0,0,4,33.11891680776146,-0.98,0,0,4,2,0
86.12,0,0,2,22.267611733322628,-0.28,0,0,7,1,0
30.82,0,0,6,130.82515786824055,-0.74,0,0,11,2,0
124.33,0,0,6,17.539400172561518,0.04,0,0,19,0,0
22.99,0,0,3,35.98395394896815,-0.81,0,0,6,0,0
140.91,0,0,9,69.12184379336328,0.18,0,1,11,0,0
58.68,0,0,8,99.72668332916076,-0.51,0,1,14,2,0
331.24,0,0,7,4.192238946180198,1.77,1,1,14,0,0
17.75,0,0,5,61.149401029492914,-0.85,0,0,14,6,0
50.06,0,0,1,66.48667113658894,-0.58,0,0,13,5,0
14.45,0,1,7,58.772009101979364,-0.88,0,1,0,1,0
310.34,0,0,9,10.667708092190328,1.6,1,1,0,0,0
251.8,0,0,3,7.327083729154397,1.11,1,1,22,6,0
35.8,0,0,2,17.1400880469005,-0.7,0,0,15,3,0
129.45,0,0,6,160.82452153546905,0.08,0,0,1,2,0
203.94,0,0,7,13.336624366687408,0.71,0,1,5,6,1
97.22,0,0,6,48.9694619915612,-0.19,0,0,14,4,1
90.51,0,1,2,65.66715045446398,-0.24,0,0,12,1,0
33.23,0,1,2,43.6212574962629,-0.72,0,0,0,0,0
11.73,0,1,8,31.722788118922146,-0.9,0,1,17,5,0
273.01,0,1,7,131.03207725823154,1.28,1,1,2,3,0
276.81,0,0,9,91.81635204246753,1.31,1,1,15,2,0
120.32,0,0,5,14.252476166663198,0.01,0,0,14,4,0
49.69,0,0,2,165.54372999463908,-0.58,0,0,13,1,0
51.55,0,0,9,23.3215425365538,-0.57,0,1,11,2,0
155.34,0,1,4,70.07752949471818,0.3,0,0,6,3,0
272.89,0,0,8,16.471205136474072,1.28,1,1,8,2,0
261.74,0,1,3,108.99529991075559,1.19,1,0,15,4,0
181.63,0,0,5,114.38718816646372,0.52,0,0,2,0,0
123.28,0,0,7,2.76404760773702,0.03,0,1,0,0,0
10.55,0,0,7,5.446614215761558,-0.91,0,1,10,4,0
21.16,0,1,7,43.248267539000025,-0.82,0,1,5,0,0
274.59,0,1,8,128.20998578435766,1.3,1,1,23,6,0
111.9,0,0,9,8.078416457646249,-0.06,0,1,6,2,0
1.11,0,1,6,3.119837767411802,-0.99,0,1,1,1,0
12.84,0,0,8,34.07254202228352,-0.89,0,1,21,5,0
130.7,0,0,9,84.5836634127265,0.09,0,1,11,1,0
0.61,0,0,1,13.112393367346492,-0.99,0,0,23,3,0
21.04,0,0,8,19.00882580515275,-0.82,0,1,7,5,0
95.48,0,0,7,41.00941816423148,-0.2,0,1,19,3,0
141.28,0,0,9,84.45700080598708,0.18,0,1,2,5,0
126.65,0,0,1,11.805778811773923,0.06,0,0,5,4,0
30.47,0,0,7,110.56094003950078,-0.74,0,1,23,1,0
149.45,0,0,5,98.56079325020956,0.25,0,0,11,3,0
32.5,0,1,7,67.31573070479698,-0.73,0,1,13,6,0
47.24,0,0,6,98.35996939249826,-0.6,0,0,3,4,0
164.68,0,0,1,15.787399752709051,0.38,0,0,14,0,0
125.85,0,0,1,7.418827525487403,0.05,0,1,23,2,0
227.03,0,0,7,40.03305850977941,0.9,0,1,11,2,0
128.62,1,1,3,6.7780847512313125,0.08,0,1,14,4,0
100.81,0,1,6,76.3210185221563,-0.16,0,0,10,4,0
11.8,0,0,7,38.3739893445102,-0.9,0,1,16,1,0
55.01,0,0,4,56.12956818752868,-0.54,0,0,15,2,0
36.98,0,0,5,67.13265816459005,-0.69,0,0,1,3,0
33.56,0,0,6,63.70643719313152,-0.72,0,0,14,6,0
433.48,0,0,8,136.3144156704447,2.62,1,1,1,6,0
59.93,0,0,8,3.055345248774243,-0.5,0,1,9,5,1
267.13,0,0,3,89.32859077804456,1.23,1,0,3,2,0
119.68,0,0,1,15.739700116520984,0.0,0,0,15,4,0
190.06,0,0,1,60.91117339599141,0.59,0,0,2,6,0
83.81,0,0,7,84.92032953536949,-0.3,0,1,8,1,0
103.22,0,0,1,1.8750691059218636,-0.14,0,1,1,4,0
81.4,0,0,2,6.358768908596503,-0.32,0,1,10,2,0
26.07,0,0,4,43.44455489084115,-0.78,0,0,19,0,0
153.81,0,0,7,22.890750105332206,0.29,0,1,11,2,0
39.55,0,1,3,20.068665205017478,-0.67,0,0,0,5,0
2.95,0,1,3,134.72122772352316,-0.97,0,0,23,2,0
124.44,0,0,4,11.606033581470736,0.04,0,0,5,4,0
23.39,0,1,2,24.03298656027191,-0.8,0,0,7,6,0
338.53,0,0,9,41.95938575034941,1.83,1,1,3,2,0
369.31,0,0,2,30.898175935616152,2.09,1,0,10,1,0
295.62,0,0,3,33.74971627215166,1.47,1,0,8,2,0
55.47,0,0,3,16.368576804727155,-0.54,0,0,16,1,0
1.87,0,0,4,32.54532535888912,-0.98,0,0,11,0,0
316.26,0,0,7,13.426836091316915,1.64,1,1,7,0,0
67.07,0,1,3,72.24506126463594,-0.44,0,0,13,0,0
408.1,0,1,9,179.96510122553468,2.41,1,1,14,5,0
397.65,0,0,2,35.09479231196015,2.33,1,0,7,2,0
230.09,0,0,3,9.597209795324021,0.92,0,1,4,5,0
41.85,0,0,5,1.2457738129905298,-0.65,0,1,16,5,0
58.36,0,0,4,53.5048710850461,-0.51,0,0,4,4,0
228.57,0,0,2,20.945471914056533,0.91,0,0,13,5,0
45.74,0,0,7,5.832178257425269,-0.62,0,1,14,4,0
22.29,0,0,6,21.725688853351805,-0.81,0,0,2,3,0
97.65,0,0,2,44.56437377414181,-0.18,0,0,6,3,0
330.16,1,0,1,3.2872189867636825,1.76,1,1,13,5,0
142.9,0,0,9,19.933180126751825,0.2,0,1,1,1,0
101.29,1,0,6,91.73202247974488,-0.15,0,0,10,1,0
12.27,0,1,7,17.950224830430482,-0.9,0,1,12,2,0
114.54,0,0,9,4.2161851801751,-0.04,0,1,0,4,0
553.27,0,0,5,25.376770938030784,3.63,1,0,16,4,0
18.11,0,0,9,11.814175904436661,-0.85,0,1,18,3,0
87.66,0,0,9,74.18337614937828,-0.27,0,1,1,6,0
251.83,0,0,9,7.306304138311542,1.11,1,1,21,5,0
162.0,0,0,8,52.601530826107286,0.36,0,1,9,1,0
143.29,0,0,2,16.52980402937252,0.2,0,0,3,6,0
145.47,0,0,3,23.785782264730976,0.22,0,0,11,3,0
53.46,0,0,5,41.24466015233298,-0.55,0,0,20,2,0
41.71,1,0,7,243.75784677926953,-0.65,0,1,22,4,0
198.88,0,0,4,49.5726209200638,0.66,0,0,23,0,0
199.36,0,0,9,8.412983909887641,0.67,0,1,0,6,0
242.15,0,0,2,206.23028089006266,1.03,0,0,3,5,0
293.35,0,0,7,7.223181468250329,1.45,1,1,6,2,0
85.93,1,0,4,28.658535885629565,-0.28,0,0,20,0,0
83.54,0,0,2,9.770493649725847,-0.3,0,1,17,0,0
192.11,0,0,8,228.51048597244898,0.61,0,1,23,0,1
125.97,0,0,4,20.015309194618283,0.05,0,0,9,6,0
145.27,0,0,2,11.320031645649395,0.22,0,0,11,3,0
190.63,0,0,2,35.746417078493316,0.59,0,0,12,2,0
264.88,0,0,6,83.11744603064123,1.22,1,0,10,6,0
49.5,0,0,4,0.470094414693859,-0.59,0,1,20,5,0
56.51,0,0,1,17.908989419353425,-0.53,0,0,5,4,0
11.84,0,0,3,30.027837256622288,-0.9,0,0,23,2,0
103.61,0,0,9,132.04521227553843,-0.13,0,1,17,4,0
4.39,1,0,8,17.796121429555484,-0.96,0,1,20,4,0
75.19,0,0,5,7.571706640703652,-0.37,0,1,2,1,0
93.88,0,0,9,12.20052411111582,-0.21,0,1,21,6,0
40.52,0,0,4,54.009587743751986,-0.66,0,0,18,3,0
107.24,0,0,5,0.2448880711023212,-0.1,0,1,21,0,0
3.72,0,1,1,82.3036761664834,-0.97,0,0,19,1,0
4.57,0,0,4,32.24443661654564,-0.96,0,0,1,0,0
207.52,0,0,7,42.71794350404995,0.74,0,1,7,5,0
53.59,0,0,4,36.3929356638614,-0.55,0,0,5,6,0
16.31,0,0,2,2.37866521945704,-0.86,0,1,8,4,0
88.64,0,0,5,64.75264306280293,-0.26,0,0,22,2,0
176.36,0,1,6,50.77943933788069,0.48,0,0,22,3,0
29.17,0,0,8,9.814527070508243,-0.76,0,1,23,6,0
117.03,0,0,8,20.105693951062975,-0.02,0,1,4,3,0
10.71,0,0,9,84.5849197988266,-0.91,0,1,3,5,0
6.37,0,0,6,12.058031444929606,-0.95,0,0,12,1,0
90.95,0,0,9,10.44254673067749,-0.24,0,1,6,5,0
93.35,0,0,3,75.22060223739143,-0.22,0,0,17,1,0
121.74,0,0,7,8.439914396758995,0.02,0,1,17,1,0
155.4,0,0,6,99.84281659465319,0.3,0,0,2,4,0
446.83,0,0,2,11.007103731041553,2.74,1,0,3,3,0
87.15,0,0,1,5.301212470377441,-0.27,0,1,21,3,0
46.8,0,0,7,0.9571139803912636,-0.61,0,1,20,4,0
190.28,0,0,7,8.570768684439253,0.59,0,1,22,4,0
37.9,0,0,9,31.531099191057702,-0.68,0,1,23,5,0
69.36,0,0,7,36.551025281689185,-0.42,0,1,2,4,0
9.8,0,0,2,221.4787378345598,-0.92,0,0,12,1,0
3.08,0,1,4,79.85255375716191,-0.97,0,0,17,3,0
394.49,0,0,5,54.98395018718007,2.3,1,0,7,4,0
216.93,0,1,8,23.435147324688206,0.81,0,1,18,4,0
142.88,1,0,6,10.838094764569064,0.2,0,0,9,5,0
63.1,0,0,6,66.55727453320802,-0.47,0,0,15,2,0
22.84,0,0,6,167.08718466742494,-0.81,0,0,8,2,0
20.41,0,0,6,42.474466483837304,-0.83,0,0,23,6,0
34.56,0,1,4,26.043529488468735,-0.71,0,0,18,2,0
95.61,0,0,9,40.95236451754089,-0.2,0,1,10,6,0
150.46,0,0,9,9.808707643894628,0.26,0,1,10,3,1
129.53,0,0,6,91.08494030120193,0.08,0,0,10,1,0
39.41,0,0,9,5.067366891187794,-0.67,0,1,16,4,0
371.77,0,0,2,36.41308042549506,2.11,1,0,7,0,0
160.68,0,1,9,50.64909634394187,0.34,0,1,15,1,0
96.99,0,0,8,79.57343830972539,-0.19,0,1,13,2,0
113.52,0,0,9,39.25325939706194,-0.05,0,1,7,5,0
65.28,0,0,3,4.5401433059242144,-0.45,0,1,13,6,0
34.16,0,0,3,4.634826661694429,-0.71,0,1,5,0,0
52.8,0,0,8,32.1859734748002,-0.56,0,1,20,0,0
170.18,1,1,5,37.5519287767816,0.42,0,0,5,5,0
1.74,0,0,7,73.1475179886098,-0.98,0,1,16,0,0
14.81,0,0,5,31.32803734875866,-0.88,0,0,10,0,0
5.65,0,0,8,26.802222743290997,-0.95,0,1,1,3,0
4.99,0,0,8,15.082910937993747,-0.96,0,1,16,1,0
232.1,0,0,1,39.169994766043764,0.94,0,0,23,1,0
145.95,0,0,6,18.19217337622929,0.22,0,0,1,2,0
77.13,0,0,4,23.990619765702434,-0.35,0,0,8,1,0
12.35,1,0,1,0.19543521332964445,-0.9,0,1,11,4,0
81.18,0,1,8,54.55678448820401,-0.32,0,1,23,1,0
76.97,0,0,5,63.24806882739957,-0.36,0,0,20,4,0
22.82,0,1,1,36.15640552136452,-0.81,0,0,13,1,0
68.27,0,1,2,30.740571293925747,-0.43,0,0,0,6,0
61.0,0,0,7,32.91051450137139,-0.49,0,1,0,1,0
114.81,0,1,9,10.55536733906316,-0.04,0,1,6,1,0
120.97,0,0,6,23.720903392894062,0.01,0,0,7,0,0
5.56,0,0,4,39.579683842372404,-0.95,0,0,13,4,0
56.33,0,0,3,45.35723398824551,-0.53,0,0,2,3,0
117.97,0,0,1,48.552115288922664,-0.01,0,0,6,2,0
83.93,1,0,4,12.342450066396017,-0.3,0,0,2,0,0
232.96,0,0,3,17.529176819090782,0.95,0,0,14,3,0
129.0,0,1,3,36.966456868496,0.08,0,0,1,1,0
21.34,1,0,2,71.98105481832928,-0.82,0,0,21,4,0
8.78,0,1,2,198.41331886050128,-0.93,0,0,12,6,0
123.41,0,1,3,39.152701883614796,0.03,0,0,12,6,0
3.22,0,0,7,57.76735045160287,-0.97,0,1,7,5,0
105.76,0,0,3,38.1250848137693,-0.12,0,0,20,1,0
338.07,0,1,1,1.4037809974965703,1.83,1,1,8,3,0
102.81,0,0,5,11.601192591645573,-0.14,0,0,16,4,0
58.96,0,0,8,66.87435255785981,-0.51,0,1,5,1,0
123.7,0,0,8,19.012257459875606,0.03,0,1,5,0,0
73.55,0,0,5,212.47170114676837,-0.38,0,0,3,6,0
94.66,0,0,8,39.63865885638573,-0.21,0,1,16,6,0
340.58,0,0,4,2.1677925554553865,1.85,1,1,18,2,0
58.55,0,0,3,11.625807014698463,-0.51,0,0,19,5,0
389.89,0,0,2,11.416633509126468,2.26,1,0,3,3,0
282.91,0,0,6,1.683822808072428,1.37,1,1,3,4,0
26.15,0,0,8,24.11543999642456,-0.78,0,1,12,3,0
8.63,0,0,8,47.887390707417126,-0.93,0,1,5,4,0
12.75,0,0,6,8.495658662257748,-0.89,0,1,23,3,0
2.21,0,1,7,5.767261590628169,-0.98,0,1,20,6,0
11.9,0,0,2,7.954691070015917,-0.9,0,1,15,6,0
137.86,0,0,5,159.63351432705778,0.15,0,0,14,5,0
8.86,0,1,4,103.04800788652027,-0.93,0,0,8,2,0
46.1,0,0,2,102.4403543508772,-0.61,0,0,0,1,0
223.62,0,1,8,90.93689802232566,0.87,0,1,16,4,0
2.83,0,0,7,18.87863288790615,-0.98,0,1,9,0,0
202.14,0,0,5,80.01437512361801,0.69,0,0,21,5,0
39.73,0,0,5,125.67284134830045,-0.67,0,0,16,6,0
15.09,0,0,7,99.65438025101345,-0.87,0,1,10,4,0
143.18,0,1,9,2.469815119208276,0.2,0,1,9,2,0
118.97,0,0,5,78.31665597881783,-0.0,0,0,10,4,0
251.93,0,0,5,34.04934678455117,1.11,1,0,8,5,0
159.4,0,0,1,36.67811830513527,0.33,0,0,1,4,0
195.24,0,0,1,11.343987793378915,0.63,0,0,7,1,0
39.76,0,0,4,35.731198887862675,-0.67,0,0,19,5,0
23.44,0,0,5,74.15213636814221,-0.8,0,0,0,3,0
166.65,0,0,2,136.16325563458815,0.39,0,0,9,1,0
197.31,0,0,5,28.72157690539358,0.65,0,0,3,0,0
558.84,0,0,1,36.10818444171529,3.67,1,0,6,4,0
63.85,0,0,4,44.43277338181153,-0.47,0,0,0,4,0
55.83,0,0,3,117.83625560734016,-0.53,0,0,6,5,0
179.75,0,0,8,103.17240405363414,0.5,0,1,0,1,0
50.01,0,0,4,147.37581641402357,-0.58,0,0,22,5,0
320.42,0,0,8,66.51338476281282,1.68,1,1,23,2,0
234.58,0,0,2,101.48360901159666,0.96,0,0,9,1,0
67.24,0,0,1,34.75526293766431,-0.44,0,0,12,5,0
166.77,0,0,1,23.340653737517528,0.39,0,0,15,6,0
168.56,0,0,4,37.37427752424505,0.41,0,0,14,6,0
13.06,0,0,4,14.256795018026462,-0.89,0,0,18,1,0
279.41,0,0,7,35.473780834774445,1.34,1,1,11,1,0
84.44,0,0,2,30.16842352262407,-0.29,0,0,3,0,0
210.16,0,0,2,11.147664958594271,0.76,0,0,11,4,0
46.29,0,0,2,20.688570681408628,-0.61,0,0,8,0,0
271.05,0,0,1,36.2606297720705,1.27,1,0,19,1,0
59.16,0,1,3,61.88508888500851,-0.5,0,0,5,3,0
1.31,0,0,5,18.816746178021877,-0.99,0,0,23,6,0
282.95,0,1,2,21.413277355213328,1.37,1,0,13,5,1
11.49,0,0,3,16.654880743374687,-0.9,0,0,22,4,0
46.16,0,0,7,48.2578195863819,-0.61,0,1,23,0,0
359.64,0,0,7,19.34120720427451,2.01,1,1,23,2,0
360.95,0,1,7,137.69619464846448,2.02,1,1,14,1,0
102.24,0,0,1,5.778471378935242,-0.14,0,1,9,2,0
119.91,0,0,7,0.4353914578666803,0.0,0,1,8,3,0
71.4,0,1,4,11.574310270243641,-0.4,0,0,0,2,0
41.64,0,0,7,18.059476628016906,-0.65,0,1,19,4,0
47.82,0,0,4,26.267044927009206,-0.6,0,0,15,3,0
133.96,0,0,6,71.51471114495246,0.12,0,0,18,1,0
167.5,0,0,5,28.508912982577176,0.4,0,0,23,5,0
188.18,0,0,3,58.63858604923828,0.57,0,0,0,1,0
187.06,0,0,1,2.0775286543510094,0.56,0,1,7,3,0
11.48,0,0,5,1.4577317893663413,-0.9,0,1,20,3,0
81.85,0,0,1,14.996109290292257,-0.32,0,0,4,3,0
